Year,Product line,Product type,Product,Order method type,Retailer country, Revenue , Planned revenue , Product cost ,   Quantity   , Unit cost , Unit price , Gross profit , Unit sale price 
2005,Mountaineering Equipment,Tools,Granite Hammer,Special,Switzerland,6766,7198,5119,90,57,80,1647,75
2005,Mountaineering Equipment,Climbing Accessories,Granite Belay,Special,Switzerland,6448,6860,3378,98,34,70,3070,66
2005,Mountaineering Equipment,Climbing Accessories,Granite Pulley,Special,Switzerland,5676,5852,2826,154,18,38,2851,37
2005,Mountaineering Equipment,Safety,Husky Harness,Special,Switzerland,5621,5980,4027,92,44,65,1594,61
2005,Mountaineering Equipment,Climbing Accessories,Firefly Charger,Special,Switzerland,5500,5670,2393,107,22,53,3107,51
2005,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,Special,Switzerland,5482,5652,2769,1413,2,4,2713,4
2005,Mountaineering Equipment,Rope,Husky Rope 60,Special,Switzerland,5472,5700,3795,30,127,190,1677,182
2005,Mountaineering Equipment,Safety,Granite Signal Mirror,Special,Singapore,4754,4851,2309,147,16,33,2445,32
2005,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Special,United Kingdom,4410,4500,2133,250,9,18,2278,18
2005,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,Special,Switzerland,4320,4408,1736,551,3,8,2584,8
2005,Mountaineering Equipment,Safety,Granite Signal Mirror,Special,United States,3913,3993,1901,121,16,33,2012,32
2005,Mountaineering Equipment,Safety,Granite Signal Mirror,Special,Italy,3881,3960,1885,120,16,33,1996,32
2005,Mountaineering Equipment,Tools,Granite Grip,Special,Switzerland,3606,3680,1820,184,10,20,1787,20
2005,Mountaineering Equipment,Tools,Granite Shovel,Special,Switzerland,3586,3659,2353,61,39,60,1233,59
2005,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,Special,Switzerland,3174,3239,1798,81,22,40,1376,39
2005,Mountaineering Equipment,Safety,Granite Signal Mirror,Special,United Kingdom,2112,2112,1005,64,16,33,1107,33
2005,Mountaineering Equipment,Safety,Granite Signal Mirror,Special,Switzerland,1716,1716,817,52,16,33,899,33
2005,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Special,Switzerland,1476,1476,699,82,9,18,777,18
2005,Mountaineering Equipment,Rope,Husky Rope 100,Telephone,United States,302724,322047,211524,929,228,347,91200,326
2005,Mountaineering Equipment,Tools,Granite Extreme,Telephone,United States,277638,295360,171752,3692,47,80,105887,75
2005,Mountaineering Equipment,Safety,Husky Harness Extreme,Telephone,United States,237613,252780,123931,2298,54,110,113682,103
2005,Mountaineering Equipment,Rope,Husky Rope 100,Telephone,China,224192,238502,156651,688,228,347,67541,326
2005,Mountaineering Equipment,Rope,Husky Rope 50,Telephone,United States,200934,213760,134816,1336,101,160,66119,150
2005,Mountaineering Equipment,Rope,Husky Rope 200,Telephone,China,199437,212168,136659,369,370,575,62778,540
2005,Mountaineering Equipment,Rope,Husky Rope 200,Telephone,United States,198356,211018,135918,367,370,575,62438,540
2005,Mountaineering Equipment,Safety,Granite Climbing Helmet,Telephone,United States,190247,202390,143697,2735,53,74,46550,70
2005,Mountaineering Equipment,Rope,Husky Rope 100,Telephone,France,187370,199330,130922,575,228,347,56448,326
2005,Mountaineering Equipment,Tools,Granite Extreme,Telephone,China,186270,198160,115230,2477,47,80,71040,75
2005,Mountaineering Equipment,Climbing Accessories,Firefly Charger,Telephone,United States,179287,184087,77679,3474,22,53,101608,52
2005,Mountaineering Equipment,Tools,Granite Extreme,Telephone,Netherlands,179202,190640,110857,2383,47,80,68344,75
2005,Mountaineering Equipment,Tools,Granite Ice,Telephone,United States,172960,184000,89631,2300,39,80,83329,75
2005,Mountaineering Equipment,Tools,Granite Extreme,Telephone,Australia,167245,177920,103460,2224,47,80,63784,75
2005,Mountaineering Equipment,Tools,Granite Axe,Telephone,United States,166495,173720,84775,4343,20,40,81720,38
2005,Mountaineering Equipment,Safety,Husky Harness Extreme,Telephone,Australia,143829,153010,75017,1391,54,110,68813,103
2005,Mountaineering Equipment,Tools,Granite Axe,Telephone,Australia,143274,148160,72302,3704,20,40,70972,39
2005,Mountaineering Equipment,Tools,Granite Axe,Telephone,China,137712,144960,70740,3624,20,40,66972,38
2005,Mountaineering Equipment,Rope,Husky Rope 100,Telephone,Austria,136861,145597,95630,420,228,347,41231,326
2005,Mountaineering Equipment,Climbing Accessories,Granite Belay,Telephone,United States,135811,144480,71146,2064,34,70,64665,66
2005,Mountaineering Equipment,Rope,Husky Rope 200,Telephone,Australia,130256,138570,89254,241,370,575,41001,540
2005,Mountaineering Equipment,Rope,Husky Rope 100,Telephone,Australia,127411,135544,89027,391,228,347,38384,326
2005,Mountaineering Equipment,Safety,Husky Harness Extreme,Telephone,Austria,124907,132880,65147,1208,54,110,59760,103
2005,Mountaineering Equipment,Rope,Husky Rope 200,Telephone,France,124310,132245,85181,230,370,575,39130,540
2005,Mountaineering Equipment,Safety,Husky Harness Extreme,Telephone,France,118600,126170,61858,1147,54,110,56742,103
2005,Mountaineering Equipment,Safety,Husky Harness,Telephone,United States,118595,126165,84958,1941,44,65,33638,61
2005,Mountaineering Equipment,Safety,Granite Climbing Helmet,Telephone,China,115052,122396,86901,1654,53,74,28151,70
2005,Mountaineering Equipment,Rope,Husky Rope 60,Telephone,United States,112697,119890,79828,631,127,190,32869,179
2005,Mountaineering Equipment,Rope,Husky Rope 200,Telephone,Austria,110965,117871,75922,205,370,575,35043,541
2005,Mountaineering Equipment,Tools,Granite Ice,Telephone,Australia,109341,116320,56662,1454,39,80,52678,75
2005,Mountaineering Equipment,Safety,Husky Harness Extreme,Telephone,China,108156,115060,56411,1046,54,110,51746,103
2005,Mountaineering Equipment,Rope,Husky Rope 50,Telephone,France,108138,115040,72554,719,101,160,35583,150
2005,Mountaineering Equipment,Safety,Granite Climbing Helmet,Telephone,Austria,107470,114330,81174,1545,53,74,26296,70
2005,Mountaineering Equipment,Climbing Accessories,Firefly Charger,Telephone,Netherlands,107285,110166,46486,2079,22,53,60799,52
2005,Mountaineering Equipment,Tools,Granite Axe,Telephone,Netherlands,107202,111520,54422,2788,20,40,52780,38
2005,Mountaineering Equipment,Safety,Granite Climbing Helmet,Telephone,Australia,104896,111592,79230,1508,53,74,25666,70
2005,Mountaineering Equipment,Climbing Accessories,Firefly Charger,Telephone,China,104291,107517,45368,2029,22,53,58922,51
2005,Mountaineering Equipment,Tools,Granite Extreme,Telephone,Austria,101670,108160,62895,1352,47,80,38775,75
2005,Mountaineering Equipment,Climbing Accessories,Granite Belay,Telephone,Netherlands,99555,105910,52153,1513,34,70,47402,66
2005,Mountaineering Equipment,Tools,Granite Hammer,Telephone,United States,98335,104614,74399,1308,57,80,23936,75
2005,Mountaineering Equipment,Climbing Accessories,Granite Belay,Telephone,China,95936,102060,50257,1458,34,70,45679,66
2005,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,Telephone,United States,91913,97780,47912,24445,2,4,44001,4
2005,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,Telephone,United States,87531,95496,37602,11937,3,8,49930,6
2005,Mountaineering Equipment,Tools,Granite Hammer,Telephone,Australia,86307,91817,65298,1148,57,80,21008,75
2005,Mountaineering Equipment,Safety,Granite Climbing Helmet,Telephone,France,85141,90576,64309,1224,53,74,20832,70
2005,Mountaineering Equipment,Climbing Accessories,Firefly Charger,Telephone,France,85018,87116,36760,1644,22,53,48259,52
2005,Mountaineering Equipment,Rope,Husky Rope 50,Telephone,China,84525,89920,56711,562,101,160,27813,150
2005,Mountaineering Equipment,Rope,Husky Rope 200,Telephone,Netherlands,84315,89697,57775,156,370,575,26540,540
2005,Mountaineering Equipment,Climbing Accessories,Granite Pulley,Telephone,United States,84239,87058,42040,2291,18,38,42199,37
2005,Mountaineering Equipment,Rope,Husky Rope 50,Telephone,Netherlands,84224,89600,56510,560,101,160,27714,150
2005,Mountaineering Equipment,Tools,Granite Ice,Telephone,Austria,83322,88640,43179,1108,39,80,40143,75
2005,Mountaineering Equipment,Rope,Husky Rope 60,Telephone,France,81799,87020,57942,458,127,190,23857,179
2005,Mountaineering Equipment,Climbing Accessories,Granite Pulley,Telephone,Netherlands,79249,81700,39453,2150,18,38,39797,37
2005,Mountaineering Equipment,Climbing Accessories,Granite Pulley,Telephone,China,79159,82270,39728,2165,18,38,39432,37
2005,Mountaineering Equipment,Tools,Granite Axe,Telephone,Austria,73332,75600,36893,1890,20,40,36439,39
2005,Mountaineering Equipment,Tools,Granite Hammer,Telephone,China,73000,77661,55230,971,57,80,17769,75
2005,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,Telephone,United States,72838,86058,45588,2152,21,40,27250,35
2005,Mountaineering Equipment,Tools,Granite Extreme,Telephone,France,72643,77280,44938,966,47,80,27705,75
2005,Mountaineering Equipment,Climbing Accessories,Firefly Charger,Telephone,Austria,71571,73497,31013,1387,22,53,40558,52
2005,Mountaineering Equipment,Tools,Granite Ice,Telephone,China,71515,76080,37060,951,39,80,34455,75
2005,Mountaineering Equipment,Rope,Husky Rope 50,Telephone,Austria,71440,76000,47932,475,101,160,23508,150
2005,Mountaineering Equipment,Climbing Accessories,Granite Belay,Telephone,France,67840,72170,35539,1031,34,70,32301,66
2005,Mountaineering Equipment,Tools,Granite Ice,Telephone,France,64446,68560,33397,857,39,80,31049,75
2005,Mountaineering Equipment,Safety,Husky Harness,Telephone,Austria,64399,68510,46134,1054,44,65,18266,61
2005,Mountaineering Equipment,Rope,Husky Rope 100,Telephone,Netherlands,63217,67252,44172,194,228,347,19045,326
2005,Mountaineering Equipment,Safety,Husky Harness,Telephone,China,62689,66690,44908,1026,44,65,17781,61
2005,Mountaineering Equipment,Tools,Granite Ice,Telephone,Netherlands,61363,65280,31800,816,39,80,29564,75
2005,Mountaineering Equipment,Climbing Accessories,Granite Pulley,Telephone,France,59824,61674,29782,1623,18,38,30042,37
2005,Mountaineering Equipment,Safety,Husky Harness,Telephone,Australia,59450,63245,42588,973,44,65,16862,61
2005,Mountaineering Equipment,Climbing Accessories,Granite Belay,Telephone,Austria,56391,59990,29541,857,34,70,26850,66
2005,Mountaineering Equipment,Rope,Husky Rope 60,Telephone,China,55009,58520,38965,308,127,190,16044,179
2005,Mountaineering Equipment,Rope,Husky Rope 100,Telephone,United Kingdom,54419,57892,38024,167,228,347,16394,326
2005,Mountaineering Equipment,Tools,Granite Grip,Telephone,United States,54147,55560,27474,2778,10,20,26672,20
2005,Mountaineering Equipment,Tools,Granite Hammer,Telephone,Austria,54130,57586,40954,720,57,80,13176,75
2005,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,Telephone,Netherlands,53139,56300,27587,14075,2,4,25552,4
2005,Mountaineering Equipment,Tools,Granite Shovel,Telephone,United States,52778,54411,34992,907,39,60,17786,58
2005,Mountaineering Equipment,Climbing Accessories,Granite Pulley,Telephone,Australia,52083,53694,25929,1413,18,38,26155,37
2005,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,Telephone,China,51677,54976,26938,13744,2,4,24739,4
2005,Mountaineering Equipment,Climbing Accessories,Granite Belay,Telephone,Australia,51521,54810,26990,783,34,70,24531,66
2005,Mountaineering Equipment,Rope,Husky Rope 60,Telephone,Austria,51376,54530,36308,287,127,190,15068,179
2005,Mountaineering Equipment,Safety,Husky Harness,Telephone,France,50835,54080,36417,832,44,65,14419,61
2005,Mountaineering Equipment,Safety,Granite Climbing Helmet,Telephone,Netherlands,50501,53724,38144,726,53,74,12357,70
2005,Mountaineering Equipment,Rope,Husky Rope 200,Telephone,United Kingdom,49350,52323,33702,91,370,575,15649,542
2005,Mountaineering Equipment,Tools,Granite Shovel,Telephone,Australia,48846,50032,32176,834,39,60,16670,59
2005,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,Telephone,Austria,48396,50568,19911,6321,3,8,28485,7
2005,Mountaineering Equipment,Safety,Husky Harness Extreme,Telephone,United Kingdom,47771,50820,24916,462,54,110,22855,103
2005,Mountaineering Equipment,Rope,Husky Rope 60,Telephone,Netherlands,47686,50730,33778,267,127,190,13908,179
2005,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,Telephone,China,46536,52507,28245,1313,22,40,18291,36
2005,Mountaineering Equipment,Climbing Accessories,Granite Pulley,Telephone,Austria,46186,47614,22993,1253,18,38,23193,37
2005,Mountaineering Equipment,Tools,Granite Grip,Telephone,China,45183,46580,23034,2329,10,20,22149,19
2005,Mountaineering Equipment,Tools,Granite Grip,Telephone,Australia,44316,45220,22361,2261,10,20,21954,20
2005,Mountaineering Equipment,Rope,Husky Rope 50,Telephone,Australia,44218,47040,29668,294,101,160,14550,150
2005,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,Telephone,Netherlands,44168,48908,26478,1223,22,40,17690,37
2005,Mountaineering Equipment,Safety,Granite Climbing Helmet,Telephone,United Kingdom,44031,46842,33258,633,53,74,10774,70
2005,Mountaineering Equipment,Rope,Husky Rope 60,Telephone,Australia,42929,45600,30362,240,127,190,12566,179
2005,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,Telephone,Netherlands,41524,44944,17697,5618,3,8,23827,6
2005,Mountaineering Equipment,Tools,Granite Hammer,Telephone,Netherlands,40748,43349,30829,542,57,80,9919,75
2005,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,Telephone,Austria,40602,42372,20762,10593,2,4,19840,4
2005,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,Telephone,France,40430,42468,20809,10617,2,4,19621,4
2005,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,Telephone,France,40277,43808,17249,5476,3,8,23027,6
2005,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Telephone,United States,40129,41040,19448,2280,9,18,20681,18
2005,Mountaineering Equipment,Climbing Accessories,Firefly Charger,Telephone,Australia,39970,40961,17284,773,22,53,22686,52
2005,Mountaineering Equipment,Tools,Granite Shovel,Telephone,China,38638,39833,25617,664,39,60,13021,58
2005,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,Telephone,France,37829,42829,23013,1071,22,40,14816,36
2005,Mountaineering Equipment,Safety,Granite Signal Mirror,Telephone,United States,37307,45045,20282,1365,15,33,17024,30
2005,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,Telephone,China,35924,37296,14685,4662,3,8,21239,8
2005,Mountaineering Equipment,Tools,Granite Grip,Telephone,Netherlands,35202,35920,17762,1796,10,20,17439,20
2005,Mountaineering Equipment,Tools,Granite Shovel,Telephone,Netherlands,34611,35634,22917,594,39,60,11695,58
2005,Mountaineering Equipment,Tools,Granite Hammer,Telephone,France,31200,33192,23605,415,57,80,7595,75
2005,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,Telephone,Austria,31121,33752,18388,844,22,40,12733,37
2005,Mountaineering Equipment,Tools,Granite Grip,Telephone,Austria,31046,31680,15666,1584,10,20,15381,20
2005,Mountaineering Equipment,Safety,Husky Harness Extreme,Telephone,Netherlands,31020,33000,16179,300,54,110,14841,103
2005,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,Telephone,Australia,28197,29236,14326,7309,2,4,13871,4
2005,Mountaineering Equipment,Tools,Granite Shovel,Telephone,Austria,27749,28315,18210,472,39,60,9539,59
2005,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,Telephone,Australia,25135,26656,10496,3332,3,8,14639,7
2005,Mountaineering Equipment,Safety,Husky Harness,Telephone,United Kingdom,24012,25545,17202,393,44,65,6811,61
2005,Mountaineering Equipment,Safety,Granite Signal Mirror,Telephone,Australia,23159,27159,12295,823,15,33,10864,31
2005,Mountaineering Equipment,Rope,Husky Rope 50,Telephone,United Kingdom,20154,21440,13522,134,101,160,6632,150
2005,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,Telephone,Australia,19894,20435,11344,511,22,40,8549,39
2005,Mountaineering Equipment,Tools,Granite Extreme,Telephone,United Kingdom,19326,20560,11956,257,47,80,7371,75
2005,Mountaineering Equipment,Rope,Husky Rope 50,Telephone,Japan,18349,19520,12311,122,101,160,6038,150
2005,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Telephone,France,17975,18342,8692,1019,9,18,9283,18
2005,Mountaineering Equipment,Rope,Husky Rope 60,Telephone,United Kingdom,17860,19000,12651,100,127,190,5209,179
2005,Mountaineering Equipment,Safety,Granite Signal Mirror,Telephone,China,17787,22770,10071,690,15,33,7716,28
2005,Mountaineering Equipment,Tools,Granite Axe,Telephone,France,17693,18240,8901,456,20,40,8792,39
2005,Mountaineering Equipment,Tools,Granite Shovel,Telephone,France,17098,17577,11304,293,39,60,5794,58
2005,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Telephone,Netherlands,16987,17334,8214,963,9,18,8773,18
2005,Mountaineering Equipment,Safety,Granite Signal Mirror,Telephone,Austria,15569,18579,8367,563,15,33,7202,31
2005,Mountaineering Equipment,Tools,Granite Axe,Telephone,United Kingdom,14400,15000,7320,375,20,40,7080,38
2005,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Telephone,China,13953,14238,6747,791,9,18,7206,18
2005,Mountaineering Equipment,Safety,Husky Harness,Telephone,Netherlands,13198,14040,9454,216,44,65,3743,61
2005,Mountaineering Equipment,Climbing Accessories,Granite Belay,Telephone,United Kingdom,13160,14000,6894,200,34,70,6266,66
2005,Mountaineering Equipment,Climbing Accessories,Granite Pulley,Telephone,United Kingdom,12598,13072,6312,344,18,38,6286,37
2005,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Telephone,Austria,12171,12384,5869,688,9,18,6302,18
2005,Mountaineering Equipment,Tools,Granite Ice,Telephone,United Kingdom,11656,12400,6040,155,39,80,5616,75
2005,Mountaineering Equipment,Climbing Accessories,Firefly Charger,Telephone,United Kingdom,11616,11976,5053,226,22,53,6563,51
2005,Mountaineering Equipment,Tools,Granite Grip,Telephone,France,10564,10780,5331,539,10,20,5234,20
2005,Mountaineering Equipment,Safety,Granite Signal Mirror,Telephone,France,9867,9867,4697,299,16,33,5170,33
2005,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Telephone,Australia,9294,9414,4461,523,9,18,4833,18
2005,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,Telephone,United Kingdom,8412,8728,3437,1091,3,8,4975,8
2005,Mountaineering Equipment,Tools,Granite Hammer,Telephone,United Kingdom,7292,7758,5517,97,57,80,1775,75
2005,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,Telephone,United Kingdom,6439,6638,3685,166,22,40,2754,39
2005,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,Telephone,United Kingdom,6328,6592,3230,1648,2,4,3098,4
2005,Mountaineering Equipment,Tools,Granite Grip,Telephone,United Kingdom,4035,4160,2057,208,10,20,1978,19
2005,Mountaineering Equipment,Tools,Granite Shovel,Telephone,United Kingdom,3939,4019,2585,67,39,60,1354,59
2005,Mountaineering Equipment,Safety,Granite Signal Mirror,Telephone,United Kingdom,3531,3531,1681,107,16,33,1850,33
2005,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,Telephone,United Kingdom,2858,2916,1382,162,9,18,1476,18
2005,Mountaineering Equipment,Safety,Husky Harness Extreme,Web,United States,818618,870870,426964,7917,54,110,391654,103
2005,Mountaineering Equipment,Tools,Granite Extreme,Web,United States,812611,864480,502695,10806,47,80,309916,75
2005,Mountaineering Equipment,Rope,Husky Rope 100,Web,Japan,800964,852090,559662,2458,228,347,241302,326
2005,Mountaineering Equipment,Tools,Granite Extreme,Web,Japan,774334,823760,479016,10297,47,80,295318,75
2005,Mountaineering Equipment,Rope,Husky Rope 100,Web,United States,770333,819504,538259,2364,228,347,232074,326
2005,Mountaineering Equipment,Rope,Husky Rope 200,Web,Japan,708569,753799,485529,1311,370,575,223040,540
2005,Mountaineering Equipment,Safety,Husky Harness Extreme,Web,Japan,701879,746680,366077,6788,54,110,335802,103
2005,Mountaineering Equipment,Tools,Granite Axe,Web,United States,648984,675200,329498,16880,20,40,319486,39
2005,Mountaineering Equipment,Tools,Granite Axe,Web,Japan,603733,628680,306796,15717,20,40,296937,38
2005,Mountaineering Equipment,Rope,Husky Rope 200,Web,United States,598334,635353,409237,1105,370,575,189098,542
2005,Mountaineering Equipment,Safety,Granite Climbing Helmet,Web,United States,555437,590890,419532,7985,53,74,135905,70
2005,Mountaineering Equipment,Tools,Granite Extreme,Web,China,549035,584080,339643,7301,47,80,209393,75
2005,Mountaineering Equipment,Safety,Granite Climbing Helmet,Web,Japan,535403,569578,404400,7697,53,74,131003,70
2005,Mountaineering Equipment,Tools,Granite Ice,Web,United States,514594,547440,266672,6843,39,80,247922,75
2005,Mountaineering Equipment,Tools,Granite Extreme,Web,United Kingdom,503990,536160,311777,6702,47,80,192213,75
2005,Mountaineering Equipment,Rope,Husky Rope 100,Web,United Kingdom,474778,505084,331744,1457,228,347,143034,326
2005,Mountaineering Equipment,Tools,Granite Extreme,Web,Canada,460675,490080,284982,6126,47,80,175694,75
2005,Mountaineering Equipment,Rope,Husky Rope 50,Web,United States,457066,486240,306665,3039,101,160,150400,150
2005,Mountaineering Equipment,Tools,Granite Ice,Web,Japan,455787,484880,236197,6061,39,80,219590,75
2005,Mountaineering Equipment,Tools,Granite Extreme,Web,France,434506,462240,268793,5778,47,80,165713,75
2005,Mountaineering Equipment,Safety,Husky Harness Extreme,Web,Canada,421872,448800,220034,4080,54,110,201838,103
2005,Mountaineering Equipment,Safety,Husky Harness Extreme,Web,United Kingdom,419701,446490,218902,4059,54,110,200799,103
2005,Mountaineering Equipment,Rope,Husky Rope 50,Web,Japan,410592,436800,275484,2730,101,160,135108,150
2005,Mountaineering Equipment,Tools,Granite Axe,Web,China,407381,429480,209586,10737,20,40,197795,38
2005,Mountaineering Equipment,Rope,Husky Rope 200,Web,United Kingdom,406383,431810,278133,751,370,575,128251,541
2005,Mountaineering Equipment,Rope,Husky Rope 100,Web,Spain,405696,431592,283474,1245,228,347,122222,326
2005,Mountaineering Equipment,Safety,Husky Harness Extreme,Web,China,398607,424050,207900,3855,54,110,190707,103
2005,Mountaineering Equipment,Tools,Granite Extreme,Web,Spain,395778,421040,244835,5263,47,80,150943,75
2005,Mountaineering Equipment,Safety,Husky Harness Extreme,Web,Finland,390645,415580,203748,3778,54,110,186898,103
2005,Mountaineering Equipment,Climbing Accessories,Firefly Charger,Web,United States,387250,397849,167879,7508,22,53,219371,52
2005,Mountaineering Equipment,Tools,Granite Hammer,Web,United States,384320,408858,290771,5112,57,80,93550,75
2005,Mountaineering Equipment,Rope,Husky Rope 200,Web,Finland,381579,405936,261467,706,370,575,120112,540
2005,Mountaineering Equipment,Tools,Granite Axe,Web,United Kingdom,377105,391440,191023,9786,20,40,186082,39
2005,Mountaineering Equipment,Rope,Husky Rope 100,Web,Finland,376368,400392,262982,1155,228,347,113386,326
2005,Mountaineering Equipment,Rope,Husky Rope 100,Web,Germany,375717,399699,262527,1153,228,347,113190,326
2005,Mountaineering Equipment,Rope,Husky Rope 100,Web,Korea,374739,398659,261844,1150,228,347,112896,326
2005,Mountaineering Equipment,Tools,Granite Axe,Web,France,364820,378040,184484,9451,20,40,180336,39
2005,Mountaineering Equipment,Tools,Granite Ice,Web,China,359606,382560,186355,4782,39,80,173252,75
2005,Mountaineering Equipment,Safety,Husky Harness Extreme,Web,Spain,359005,381920,187245,3472,54,110,171760,103
2005,Mountaineering Equipment,Rope,Husky Rope 100,Web,Canada,357468,380286,249776,1097,228,347,107692,326
2005,Mountaineering Equipment,Climbing Accessories,Granite Pulley,Web,United States,355367,367840,177628,9680,18,38,177739,37
2005,Mountaineering Equipment,Climbing Accessories,Granite Belay,Web,United States,350517,372890,183622,5327,34,70,166895,66
2005,Mountaineering Equipment,Tools,Granite Axe,Web,Canada,346342,360200,175778,9005,20,40,170564,38
2005,Mountaineering Equipment,Tools,Granite Extreme,Web,Finland,345394,367440,213666,4593,47,80,131727,75
2005,Mountaineering Equipment,Safety,Husky Harness Extreme,Web,Korea,333672,354970,174032,3227,54,110,159640,103
2005,Mountaineering Equipment,Tools,Granite Ice,Web,United Kingdom,328925,349920,170455,4374,39,80,158470,75
2005,Mountaineering Equipment,Rope,Husky Rope 200,Web,France,328773,349588,225173,608,370,575,103600,541
2005,Mountaineering Equipment,Rope,Husky Rope 200,Web,Germany,328071,349013,224802,607,370,575,103269,540
2005,Mountaineering Equipment,Rope,Husky Rope 200,Web,Spain,328071,349013,224802,607,370,575,103269,540
2005,Mountaineering Equipment,Safety,Husky Harness,Web,United States,320775,341250,229793,5250,44,65,90983,61
2005,Mountaineering Equipment,Rope,Husky Rope 200,Web,Canada,319424,339813,218877,591,370,575,100547,540
2005,Mountaineering Equipment,Safety,Husky Harness Extreme,Web,France,319196,339570,166482,3087,54,110,152714,103
2005,Mountaineering Equipment,Rope,Husky Rope 200,Web,Singapore,317262,337513,217395,587,370,575,99866,540
2005,Mountaineering Equipment,Safety,Granite Climbing Helmet,Web,Finland,316220,336404,238847,4546,53,74,77373,70
2005,Mountaineering Equipment,Rope,Husky Rope 200,Web,Korea,316181,336363,216655,585,370,575,99526,540
2005,Mountaineering Equipment,Safety,Husky Harness Extreme,Web,Singapore,314956,335060,164271,3046,54,110,150686,103
2005,Mountaineering Equipment,Tools,Granite Hammer,Web,Japan,313952,333996,237531,4176,57,80,76421,75
2005,Mountaineering Equipment,Safety,Granite Climbing Helmet,Web,Canada,312881,332852,236325,4498,53,74,76556,70
2005,Mountaineering Equipment,Rope,Husky Rope 100,Web,France,310870,330714,217216,954,228,347,93654,326
2005,Mountaineering Equipment,Rope,Husky Rope 200,Web,Italy,309695,329464,212211,573,370,575,97484,540
2005,Mountaineering Equipment,Safety,Husky Harness,Web,Japan,305561,325065,218894,5001,44,65,86667,61
2005,Mountaineering Equipment,Rope,Husky Rope 100,Web,Singapore,304353,323780,212662,934,228,347,91691,326
2005,Mountaineering Equipment,Tools,Granite Extreme,Web,Germany,298093,317120,184405,3964,47,80,113688,75
2005,Mountaineering Equipment,Safety,Granite Climbing Helmet,Web,United Kingdom,297439,316424,224661,4276,53,74,72778,70
2005,Mountaineering Equipment,Tools,Granite Extreme,Web,Brazil,296514,315440,183428,3943,47,80,113085,75
2005,Mountaineering Equipment,Safety,Husky Harness Extreme,Web,Italy,293449,312180,153053,2838,54,110,140396,103
2005,Mountaineering Equipment,Safety,Husky Harness Extreme,Web,Brazil,291898,310530,152244,2823,54,110,139654,103
2005,Mountaineering Equipment,Tools,Granite Ice,Web,Canada,290197,308720,150385,3859,39,80,139812,75
2005,Mountaineering Equipment,Climbing Accessories,Firefly Charger,Web,Japan,288732,296214,124992,5590,22,53,163739,52
2005,Mountaineering Equipment,Rope,Husky Rope 60,Web,United States,287525,305520,203428,1608,127,190,84097,179
2005,Mountaineering Equipment,Climbing Accessories,Granite Belay,Web,Japan,285243,303450,149427,4335,34,70,135816,66
2005,Mountaineering Equipment,Rope,Husky Rope 100,Web,Brazil,281869,299861,196952,865,228,347,84917,326
2005,Mountaineering Equipment,Tools,Granite Extreme,Web,Italy,281398,299360,174078,3742,47,80,107321,75
2005,Mountaineering Equipment,Tools,Granite Extreme,Web,Mexico,278014,295760,171984,3697,47,80,106030,75
2005,Mountaineering Equipment,Tools,Granite Axe,Web,Spain,275402,286720,139919,7168,20,40,135482,38
2005,Mountaineering Equipment,Rope,Husky Rope 100,Web,Italy,274700,292234,191943,843,228,347,82757,326
2005,Mountaineering Equipment,Rope,Husky Rope 60,Web,Japan,273258,290700,193560,1530,127,190,79698,179
2005,Mountaineering Equipment,Safety,Husky Harness Extreme,Web,Germany,271632,288970,141674,2627,54,110,129958,103
